icao,iata,name,lat,lon,country,type
BGCO,CNP,Neerlerit Inaat Airport,70.743103,-22.650499,GL,medium_airport
BIAR,AEY,Akureyri International Airport,65.656573,-18.072018,IS,large_airport
BIBD,BIU,Bildudalur Airport,65.641296,-23.5462,IS,medium_airport
BIEG,EGS,Egilsstaðir Airport,65.2833023071289,-14.401399612426758,IS,medium_airport
BIGR,GRY,Grímsey Airport,66.5458,-18.0173,IS,medium_airport
BIHN,HFN,Hornafjörður Airport,64.295601,-15.2272,IS,medium_airport
BIHU,HZK,Húsavík Airport,65.952301,-17.426001,IS,medium_airport
BIIS,IFJ,Ísafjörður Airport,66.058098,-23.1353,IS,medium_airport
BIKF,KEF,Keflavik International Airport,63.985001,-22.6056,IS,large_airport
BIRK,RKV,Reykjavík Domestic Airport,64.128732,-21.93759,IS,medium_airport
BIRL,MVA,Mývatn Airport,65.6558,-16.9181,IS,medium_airport
BISI,SIJ,Siglufjörður Airport,66.137847,-18.908157,IS,medium_airport
BIVM,VEY,Vestmannaeyjar Airport,63.42430114746094,-20.278900146484375,IS,medium_airport
BIVO,VPN,Vopnafjörður Airport,65.720596,-14.8506,IS,medium_airport
BKPR,PRN,Priština Adem Jashari International Airport,42.5728,21.035801,XK,large_airport
DAAB,,Blida Airport,36.503601,2.81417,DZ,medium_airport
DAAD,BUJ,Bou Saada Airport,35.3325,4.20639,DZ,medium_airport
DAAE,BJA,Soummam–Abane Ramdane Airport,36.712547,5.069909,DZ,large_airport
DAAG,ALG,Houari Boumediene Airport,36.693886,3.214531,DZ,large_airport
DAAK,,Boufarik Air Base,36.545799,2.87611,DZ,medium_airport
DAAP,VVZ,Illizi Takhamalt Airport,26.723499,8.62265,DZ,medium_airport
DAAS,QSF,Ain Arnat Airport,36.178488,5.329909,DZ,medium_airport
DAAV,GJL,Jijel Ferhat Abbas Airport,36.794125,5.873652,DZ,large_airport
DAAY,MZW,Mecheria Airport,33.535900116,-0.242353007197,DZ,medium_airport
DAAZ,,Relizane Airport,35.752955,0.625877,DZ,medium_airport
DABB,AAE,Annaba Rabah Bitat Airport,36.826781,7.81334,DZ,large_airport
DABC,CZL,Mohamed Boudiaf International Airport,36.276001,6.62039,DZ,large_airport
DABS,TEE,Cheikh Larbi Tébessi Airport,35.4315986633,8.12071990967,DZ,medium_airport
DABT,BLJ,Batna Mostefa Ben Boulaid Airport,35.752102,6.30859,DZ,large_airport
DAFH,HRM,Hassi R'Mel Airport,32.930401,3.31154,DZ,medium_airport
DAOB,TID,Abdelhafid Boussouf Bou Chekif Airport,35.341099,1.46315,DZ,medium_airport
DAOF,TIN,Tindouf Airport,27.7003993988,-8.167099952700001,DZ,medium_airport
DAOI,CFK,Chlef Aboubakr Belkaid International Airport,36.216614,1.341114,DZ,large_airport
DAOL,TAF,Oran Tafraoui Airport,35.5424,-0.532278,DZ,medium_airport
DAON,TLM,Zenata – Messali El Hadj Airport,35.012732,-1.457117,DZ,large_airport
DAOO,ORN,Oran Es-Sénia (Ahmed Ben Bella) International Airport,35.620648,-0.622486,DZ,large_airport
DAOR,CBH,Béchar Boudghene Ben Ali Lotfi Airport,31.64570045471191,-2.269860029220581,DZ,medium_airport
DAOV,MUW,Ghriss Airport,35.207699,0.147142,DZ,medium_airport
DAUA,AZR,Touat-Cheikh Sidi Mohamed Belkebir Airport,27.837601,-0.186414,DZ,medium_airport
DAUB,BSK,Biskra - Mohamed Khider Airport,34.79318,5.738899,DZ,large_airport
DAUE,ELG,El Golea Airport,30.580732,2.861595,DZ,medium_airport
DAUG,GHA,Noumérat - Moufdi Zakaria Airport,32.384102,3.79411,DZ,medium_airport
DAUH,HME,Hassi Messaoud-Oued Irara Krim Belkacem Airport,31.673,6.14044,DZ,medium_airport
DAUI,INZ,In Salah Airport,27.250999,2.51202,DZ,medium_airport
DAUK,TGR,Touggourt Sidi Madhi Airport,33.067799,6.08867,DZ,medium_airport
DAUL,LOO,Laghouat - Molay Ahmed Medeghri Airport,33.7644,2.92834,DZ,medium_airport
DAUO,ELU,Guemar Airport - مطار قمار بالوادي,33.511398,6.77679,DZ,medium_airport
DAUT,TMX,Timimoun Airport,29.237101,0.276033,DZ,medium_airport
DAUU,OGX,Ain Beida Airport,31.9172,5.41278,DZ,medium_airport
DAUZ,IAM,Zarzaitine - In Aménas Airport,28.0515,9.64291,DZ,medium_airport
DTKA,TBJ,Tabarka-Aïn Draham International Airport,36.98,8.87694,TN,medium_airport
DTMB,MIR,Monastir Habib Bourguiba International Airport,35.75809860229492,10.75469970703125,TN,medium_airport
DTNH,NBE,Enfidha - Hammamet International Airport,36.075833,10.438611,TN,medium_airport
DTTA,TUN,Tunis Carthage International Airport,36.851002,10.2272,TN,large_airport
DTTB,,Bizerte Sidi Ahmed Air Base,37.242356,9.787016,TN,medium_airport
DTTD,,Remada Air Base,32.306198,10.3821,TN,medium_airport
DTTF,GAF,Gafsa Ksar International Airport,34.422000885009766,8.822500228881836,TN,medium_airport
DTTG,GAE,Gabès Matmata International Airport,33.733691,9.91941,TN,medium_airport
DTTJ,DJE,Djerba Zarzis International Airport,33.873719,10.7773,TN,large_airport
DTTR,EBM,El Borma Airport,31.7043,9.25462,TN,medium_airport
DTTX,SFA,Sfax Thyna International Airport,34.717999,10.691,TN,medium_airport
DTTZ,TOE,Tozeur Nefta International Airport,33.939701080322266,8.110560417175293,TN,medium_airport
EBAW,ANR,Antwerp International Airport (Deurne),51.190667,4.463153,BE,medium_airport
EBBE,,Beauvechain Air Base,50.758598,4.76833,BE,medium_airport
EBBL,,Kleine Brogel Air Base,51.168301,5.47,BE,medium_airport
EBBR,BRU,Brussels Airport,50.901402,4.48444,BE,large_airport
EBCI,CRL,Brussels South Charleroi Airport,50.461963,4.459562,BE,large_airport
EBCV,,Chièvres Air Base,50.575802,3.831,BE,medium_airport
EBFN,,Koksijde Air Base,51.090302,2.65278,BE,medium_airport
EBFS,,Florennes Air Base,50.2433013916,4.64583015442,BE,medium_airport
EBKT,KJK,Kortrijk-Wevelgem International Airport,50.818878,3.209551,BE,medium_airport
EBLG,LGG,Liège Airport,50.638574,5.443897,BE,medium_airport
EBOS,OST,Ostend-Bruges International Airport,51.1998,2.874673,BE,large_airport
EDAC,AOC,Leipzig–Altenburg Airport,50.981945,12.506389,DE,medium_airport
EDAH,HDF,Heringsdorf Airport,53.8787,14.1523,DE,medium_airport
EDBN,FNB,Neubrandenburg Trollenhagen Airport,53.6022,13.306,DE,medium_airport
EDBR,,Rothenburg/Görlitz Airfield,51.363335,14.95,DE,medium_airport
EDDB,BER,Berlin Brandenburg Airport,52.361738,13.502341,DE,large_airport
EDDC,DRS,Dresden Airport,51.134123,13.767831,DE,large_airport
EDDE,ERF,Erfurt-Weimar Airport,50.978281,10.960713,DE,large_airport
EDDF,FRA,Frankfurt Main Airport,50.026706,8.55835,DE,large_airport
EDDG,FMO,Münster Osnabrück Airport,52.133816,7.688482,DE,large_airport
EDDH,HAM,Hamburg Helmut Schmidt Airport,53.630402,9.98823,DE,large_airport
EDDK,CGN,Cologne Bonn Airport,50.865898,7.14274,DE,large_airport
EDDL,DUS,Düsseldorf Airport,51.289501,6.76678,DE,large_airport
EDDM,MUC,Munich Airport,48.353802,11.7861,DE,large_airport
EDDN,NUE,Nuremberg Airport,49.498699,11.078056,DE,large_airport
EDDP,LEJ,Leipzig/Halle Airport,51.420657,12.232705,DE,large_airport
EDDR,SCN,Saarbrücken Airport,49.214545,7.109735,DE,medium_airport
EDDS,STR,Stuttgart Airport,48.689899,9.22196,DE,large_airport
EDDV,HAJ,Hannover Airport,52.461102,9.68508,DE,large_airport
EDDW,BRE,Bremen Airport,53.046786,8.78932,DE,large_airport
EDFE,,Frankfurt-Egelsbach Airport,49.96,8.643043,DE,medium_airport
EDFH,HHN,Frankfurt-Hahn Airport,49.946353,7.261734,DE,large_airport
EDFM,MHG,Mannheim-City Airport,49.473057,8.514167,DE,medium_airport
EDFZ,,Mainz-Finthen Airfield,49.967499,8.147222,DE,medium_airport
EDGE,EIB,Eisenach-Kindel Airport,50.991604,10.47973,DE,medium_airport
EDGS,SGE,Siegerland Airport,50.707699,8.08297,DE,medium_airport
EDHI,XFW,Hamburg-Finkenwerder Airport,53.535278,9.835556,DE,medium_airport
EDHK,KEL,Kiel-Holtenau Airport,54.37957,10.145266,DE,medium_airport
EDHL,LBC,Lübeck Blankensee Airport,53.805401,10.7192,DE,medium_airport
EDJA,FMM,Memmingen Allgau Airport,47.988092,10.238248,DE,large_airport
EDLI,BFE,Bielefeld Airport,51.964722,8.544444,DE,medium_airport
EDLN,MGL,Mönchengladbach Airport,51.230278,6.504444,DE,medium_airport
EDLP,PAD,Paderborn Lippstadt Airport,51.612527,8.617459,DE,large_airport
EDLV,NRN,Weeze (Niederrhein) Airport,51.601362,6.141228,DE,large_airport
EDLW,DTM,Dortmund Airport,51.518299,7.61224,DE,large_airport
EDMA,AGB,Augsburg Airport,48.425278,10.931667,DE,medium_airport
EDML,,Landshut Airfield,48.512019,12.034865,DE,medium_airport
EDMO,OBF,Oberpfaffenhofen Airport,48.081402,11.2831,DE,medium_airport
EDNY,FDH,Bodensee Airport Friedrichshafen,47.671299,9.51149,DE,large_airport
EDQA,,Bamberg-Breitenau Airfield,49.920403,10.914233,DE,medium_airport
EDQD,BYU,Bayreuth Airport,49.985001,11.64,DE,medium_airport
EDQM,HOQ,Hof-Plauen Airport,50.288544,11.852876,DE,medium_airport
EDSB,FKB,Karlsruhe Baden-Baden Airport,48.7794,8.0805,DE,large_airport
EDTD,,Donaueschingen-Villingen Airfield,47.973331,8.522222,DE,medium_airport
EDTL,LHA,Lahr Airport,48.369301,7.82772,DE,medium_airport
EDTM,,Mengen-Hohentengen Airfield,48.05389,9.372778,DE,medium_airport
EDTY,,Adolf Würth Airport,49.118332,9.783889,DE,medium_airport
EDUZ,,Zerbst Airfield,52.000832,12.148611,DE,medium_airport
EDVE,BWE,Braunschweig-Wolfsburg Airport,52.319199,10.5561,DE,medium_airport
EDVK,KSF,Kassel Airport,51.418395,9.391638,DE,large_airport
EDXW,GWT,Westerland Sylt Airport,54.9132,8.34047,DE,medium_airport
EEEI,,Ämari Air Base,59.259599,24.204799,EE,medium_airport
EEKA,KDL,Kärdla Airport,58.99079895019531,22.830699920654297,EE,medium_airport
EEKE,URE,Kuressaare Airport,58.22990036010742,22.50950050354004,EE,medium_airport
EEPU,EPU,Pärnu Airport,58.41899871826172,24.47279930114746,EE,medium_airport
EETN,TLL,Lennart Meri Tallinn Airport,59.413246,24.83264,EE,large_airport
EETU,TAY,Tartu Airport,58.307438,26.686473,EE,medium_airport
EFET,ENF,Enontekio Airport,68.362602233887,23.424299240112,FI,medium_airport
EFHA,KEV,Halli Airport,61.856039,24.786686,FI,medium_airport
EFHK,HEL,Helsinki Vantaa Airport,60.318363,24.963341,FI,large_airport
EFIT,KTQ,Kitee Airport,62.1661,30.073601,FI,medium_airport
EFIV,IVL,Ivalo Airport,68.6073,27.4053,FI,large_airport
EFJO,JOE,Joensuu Airport,62.658815,29.619398,FI,medium_airport
EFJY,JYV,Jyväskylä Airport,62.399502,25.678301,FI,medium_airport
EFKA,KAU,Kauhava Airfield,63.127102,23.051399,FI,medium_airport
EFKE,KEM,Kemi-Tornio Airport,65.778701782227,24.582099914551,FI,medium_airport
EFKI,KAJ,Kajaani Airport,64.2855,27.6924,FI,medium_airport
EFKJ,KHJ,Kauhajoki Airfield,62.463212,22.390817,FI,medium_airport
EFKK,KOK,Kokkola-Pietarsaari Airport,63.721199,23.143101,FI,medium_airport
EFKS,KAO,Kuusamo Airport,65.987602,29.239401,FI,medium_airport
EFKT,KTT,Kittilä International Airport,67.700996,24.8468,FI,large_airport
EFKU,KUO,Kuopio Airport,63.007099,27.7978,FI,large_airport
EFLP,LPP,Lappeenranta Airport,61.044601,28.144743,FI,large_airport
EFMA,MHQ,Mariehamn Airport,60.1222,19.898199,FI,medium_airport
EFMI,MIK,Mikkeli Airport,61.6866,27.201799,FI,medium_airport
EFOU,OUL,Oulu Airport,64.930099,25.354601,FI,large_airport
EFPO,POR,Pori Airport,61.4617,21.799999,FI,medium_airport
EFPR,,Helsinki East-Redstone Aerodrome,60.479167,26.593889,FI,medium_airport
EFRO,RVN,Rovaniemi Airport,66.563327,25.829751,FI,large_airport
EFSA,SVL,Savonlinna Airport,61.9431,28.945101,FI,medium_airport
EFSI,SJY,Seinäjoki Airport,62.692101,22.8323,FI,medium_airport
EFSO,SOT,Sodankyla Airport,67.3949966431,26.6191005707,FI,medium_airport
EFTP,TMP,Tampere-Pirkkala Airport,61.414101,23.604401,FI,large_airport
EFTU,TKU,Turku Airport,60.514099,22.2628,FI,large_airport
EFUT,UTI,Utti Air Base,60.8964,26.9384,FI,medium_airport
EFVA,VAA,Vaasa Airport,63.05023,21.762543,FI,large_airport
EFVR,VRK,Varkaus Airport,62.171101,27.868601,FI,medium_airport
EFYL,YLI,Ylivieska Airfield,64.054722,24.725278,FI,medium_airport
EGAA,BFS,Belfast International Airport,54.6575012207,-6.2158298492399995,GB,large_airport
EGAB,ENK,Enniskillen/St Angelo Airport,54.398274,-7.651179,GB,medium_airport
EGAC,BHD,George Best Belfast City Airport,54.618099,-5.8725,GB,medium_airport
EGAE,LDY,City of Derry Airport,55.042801,-7.16111,GB,medium_airport
EGBB,BHX,Birmingham Airport,52.453899,-1.74803,GB,large_airport
EGBJ,GLO,Gloucestershire Airport,51.894199,-2.16722,GB,medium_airport
EGBN,NQT,Nottingham City Airport,52.919998,-1.07917,GB,medium_airport
EGCC,MAN,Manchester Airport,53.349375,-2.279521,GB,large_airport
EGCM,,Leeds East Airport,53.834747,-1.194678,GB,medium_airport
EGDC,,Royal Marines Base Chivenor,51.0872,-4.15034,GB,medium_airport
EGDM,,MoD Boscombe Down,51.152199,-1.74741,GB,medium_airport
EGDR,,RNAS Culdrose,50.08610153198242,-5.255710124969482,GB,medium_airport
EGDX,,MOD St Athan,51.405229,-3.433254,GB,medium_airport
EGDY,YEO,RNAS Yeovilton,51.009399,-2.63882,GB,medium_airport
EGEC,CAL,Campbeltown Airport,55.437199,-5.68639,GB,medium_airport
EGED,EOI,Eday Airport,59.19060134887695,-2.7722198963165283,GB,medium_airport
EGFE,HAW,Haverfordwest Airport,51.833099365234375,-4.9611101150512695,GB,medium_airport
EGFF,CWL,Cardiff International Airport,51.396702,-3.34333,GB,large_airport
EGFH,SWS,Swansea Airport,51.601366,-4.071006,GB,medium_airport
EGGD,BRS,Bristol Airport,51.382326,-2.716453,GB,large_airport
EGGP,LPL,Liverpool John Lennon Airport,53.334863,-2.849637,GB,large_airport
EGGW,LTN,London Luton Airport,51.874699,-0.368333,GB,large_airport
EGHH,BOH,Bournemouth Airport,50.780483,-1.839576,GB,medium_airport
EGHI,SOU,Southampton Airport,50.950298,-1.3568,GB,medium_airport
EGHL,,Lasham Airfield,51.18744,-1.031663,GB,medium_airport
EGHQ,NQY,Cornwall Airport Newquay,50.440601,-4.99541,GB,medium_airport
EGJA,ACI,Alderney Airport,49.706104,-2.21472,GG,medium_airport
EGJB,GCI,Guernsey Airport,49.435001,-2.60197,GG,medium_airport
EGJJ,JER,Jersey Airport,49.207901,-2.19551,JE,medium_airport
EGKA,ESH,Brighton City Airport,50.835602,-0.297222,GB,medium_airport
EGKB,BQH,London Biggin Hill Airport,51.33079910279999,0.0324999988079,GB,medium_airport
EGKK,LGW,London Gatwick Airport,51.148744,-0.185739,GB,large_airport
EGLC,LCY,London City Airport,51.505299,0.055278,GB,medium_airport
EGLF,FAB,Farnborough Airport,51.275799,-0.776333,GB,medium_airport
EGLK,BBS,Blackbushe Airport,51.323898,-0.8475,GB,medium_airport
EGLL,LHR,London Heathrow Airport,51.470748,-0.459909,GB,large_airport
EGMC,SEN,London Southend Airport,51.570562,0.693627,GB,medium_airport
EGMD,LYX,Lydd London Ashford Airport,50.956246,0.939074,GB,medium_airport
EGNC,CAX,Carlisle Lake District Airport,54.9375,-2.80917,GB,medium_airport
EGNH,BLK,Blackpool Airport,53.771702,-3.02861,GB,medium_airport
EGNJ,HUY,Humberside Airport,53.576152,-0.34954,GB,medium_airport
EGNL,BWF,Barrow Walney Island Airport,54.1286111,-3.2675,GB,medium_airport
EGNM,LBA,Leeds Bradford Airport,53.865898,-1.66057,GB,large_airport
EGNO,WRT,Warton Aerodrome,53.745098,-2.88306,GB,medium_airport
EGNR,CEG,Hawarden Airport,53.178101,-2.97778,GB,medium_airport
EGNS,IOM,Isle of Man Airport,54.083081,-4.623871,IM,large_airport
EGNT,NCL,Newcastle International Airport,55.037958,-1.689577,GB,large_airport
EGNV,MME,Teesside International Airport,54.509201,-1.42941,GB,medium_airport
EGNX,EMA,East Midlands Airport,52.8311,-1.32806,GB,large_airport
EGOM,,RAF Spadeadam,55.0499992371,-2.54999995232,GB,medium_airport
EGOS,,RAF Shawbury,52.798199,-2.66804,GB,medium_airport
EGOV,VLY,Anglesey Airport,53.2481,-4.53534,GB,medium_airport
EGPA,KOI,Kirkwall Airport,58.957903,-2.905077,GB,medium_airport
EGPB,LSI,Sumburgh Airport,59.878899,-1.29556,GB,medium_airport
EGPC,WIC,Wick John O'Groats Airport,58.4589,-3.09306,GB,medium_airport
EGPD,ABZ,Aberdeen International Airport,57.2019,-2.19778,GB,large_airport
EGPE,INV,Inverness Airport,57.5425,-4.0475,GB,medium_airport
EGPF,GLA,Glasgow Airport,55.871899,-4.43306,GB,large_airport
EGPH,EDI,Edinburgh Airport,55.950145,-3.372288,GB,large_airport
EGPI,ILY,Islay Airport,55.682708,-6.257525,GB,medium_airport
EGPK,PIK,Glasgow Prestwick Airport,55.501499,-4.577182,GB,large_airport
EGPL,BEB,Benbecula Airport,57.481098,-7.36278,GB,medium_airport
EGPN,DND,Dundee Airport,56.452499,-3.02583,GB,medium_airport
EGPO,SYY,Stornoway Airport,58.215599,-6.33111,GB,medium_airport
EGPR,BRR,Barra Airport,57.0228,-7.44306,GB,medium_airport
EGPU,TRE,Tiree Airport,56.499199,-6.86917,GB,medium_airport
EGQL,ADX,Leuchars Station Airfield,56.37398,-2.868862,GB,medium_airport
EGQS,LMO,RAF Lossiemouth,57.7052,-3.33917,GB,medium_airport
EGSC,CBG,Cambridge City Airport,52.205002,0.175,GB,medium_airport
EGSH,NWI,Norwich Airport,52.6758,1.28278,GB,medium_airport
EGSS,STN,London Stansted Airport,51.884998,0.235,GB,large_airport
EGTC,,Cranfield Airport,52.072201,-0.616667,GB,medium_airport
EGTE,EXT,Exeter International Airport,50.734261,-3.413984,GB,medium_airport
EGTK,OXF,London Oxford Airport,51.836899,-1.32,GB,medium_airport
EGUB,BEX,RAF Benson,51.614366,-1.095991,GB,medium_airport
EGUL,LKZ,RAF Lakenheath,52.40954,0.561161,GB,medium_airport
EGUN,MHZ,RAF Mildenhall,52.3619,0.486406,GB,medium_airport
EGUW,,Wattisham Airfield,52.127451,0.956189,GB,medium_airport
EGVA,FFD,RAF Fairford,51.683568,-1.789172,GB,medium_airport
EGVN,BZZ,RAF Brize Norton,51.75,-1.58362,GB,medium_airport
EGVO,ODH,RAF Odiham,51.2341,-0.942825,GB,medium_airport
EGWC,,RAF Cosford,52.640524,-2.305326,GB,medium_airport
EGWU,NHT,RAF Northolt,51.553001,-0.418167,GB,medium_airport
EGXC,QCY,RAF Coningsby,53.092999,-0.166014,GB,medium_airport
EGXE,,RAF Leeming,54.297191,-1.538944,GB,medium_airport
EGXH,BEQ,RAF Honington,52.342602,0.772939,GB,medium_airport
EGXT,,RAF Wittering,52.612598,-0.476453,GB,medium_airport
EGXW,WTN,RAF Waddington,53.166199,-0.523811,GB,medium_airport
EGXZ,,RAF Topcliffe,54.204116,-1.380265,GB,medium_airport
EGYD,,RAF Cranwell,53.027308,-0.493104,GB,medium_airport
EGYE,,RAF Barkston Heath,52.960616,-0.559428,GB,medium_airport
EGYM,KNF,RAF Marham,52.648395,0.550692,GB,medium_airport
EHAM,AMS,Amsterdam Airport Schiphol,52.308601,4.76389,NL,large_airport
EHBD,,Kempen Airport Budel,51.255299,5.60139,NL,medium_airport
EHBK,MST,Maastricht Aachen Airport,50.911087,5.769401,NL,large_airport
EHDL,,Deelen Air Base,52.0606,5.87306,NL,medium_airport
EHEH,EIN,Eindhoven Airport,51.4500999451,5.37452983856,NL,large_airport
EHGG,GRQ,Groningen Airport Eelde,53.119107,6.577652,NL,large_airport
EHGR,GLZ,Gilze Rijen Air Base,51.567402,4.93183,NL,medium_airport
EHKD,DHR,De Kooy Airfield / Den Helder Naval Air Station,52.923401,4.78062,NL,medium_airport
EHLE,LEY,Lelystad Airport,52.453188,5.514622,NL,medium_airport
EHLW,LWR,Leeuwarden Air Base,53.22859954833984,5.760560035705566,NL,medium_airport
EHRD,RTM,Rotterdam The Hague Airport,51.956902,4.43722,NL,large_airport
EHTW,ENS,Twente Airport,52.275833,6.889167,NL,medium_airport
EHVK,UDE,Volkel Air Base,51.657222,5.707778,NL,medium_airport
EHWO,WOE,Woensdrecht Air Base,51.4491,4.34203,NL,medium_airport
EICK,ORK,Cork International Airport,51.841301,-8.49111,IE,large_airport
EIDL,CFN,Donegal Airport,55.0442008972168,-8.340999603271484,IE,medium_airport
EIDW,DUB,Dublin Airport,53.428713,-6.262121,IE,large_airport
EIKN,NOC,Ireland West Airport Knock,53.910439,-8.817002,IE,large_airport
EIKY,KIR,Kerry Airport,52.180901,-9.52378,IE,medium_airport
EIME,,Casement Air Base,53.301700592,-6.451330184940001,IE,medium_airport
EINN,SNN,Shannon Airport,52.702,-8.92482,IE,large_airport
EISG,SXL,Sligo Airport,54.280200958252,-8.5992097854614,IE,medium_airport
EIWF,WAT,Waterford Airport,52.187199,-7.08696,IE,medium_airport
EIWT,,Weston Airport,53.351622,-6.490357,IE,medium_airport
EKAH,AAR,Aarhus Airport,56.303331,10.618286,DK,large_airport
EKBI,BLL,Billund Airport,55.740335,9.157019,DK,large_airport
EKCH,CPH,Copenhagen Kastrup Airport,55.617900848389,12.656000137329,DK,large_airport
EKEB,EBJ,Esbjerg Airport,55.525902,8.5534,DK,medium_airport
EKKA,KRP,Midtjyllands Airport / Air Base Karup,56.297139,9.104311,DK,medium_airport
EKMB,MRW,Lolland Falster Maribo Airport,54.699447,11.438163,DK,medium_airport
EKOD,ODE,Odense Hans Christian Andersen Airport,55.475307,10.327206,DK,large_airport
EKRK,RKE,Copenhagen Roskilde Airport,55.585602,12.1314,DK,medium_airport
EKRN,RNN,Bornholm Airport,55.063301,14.7596,DK,medium_airport
EKSB,SGD,Sønderborg Airport,54.96440124511719,9.791729927062988,DK,medium_airport
EKSN,CNL,Sindal Airport,57.503502,10.2294,DK,medium_airport
EKSP,SKS,Skrydstrup Air Base,55.221048,9.26702,DK,medium_airport
EKSV,SQW,Skive Airport,56.550201,9.17298,DK,medium_airport
EKTS,TED,Thisted Airport,57.068802,8.70522,DK,medium_airport
EKVD,,Kolding Vamdrup Airfield,55.436298,9.33092,DK,medium_airport
EKVG,FAE,Vágar Airport,62.063256,-7.275782,FO,large_airport
EKVJ,STA,Stauning Vestjylland  Airport,55.990101,8.35391,DK,medium_airport
EKYT,AAL,Aalborg Airport,57.094763,9.84993,DK,large_airport
ELLX,LUX,Luxembourg-Findel International Airport,49.626845,6.212134,LU,large_airport
ENAL,AES,Ålesund Airport,62.560443,6.110845,NO,large_airport
ENAN,ANX,"Andøya Airport, Andenes",69.295193,16.139379,NO,medium_airport
ENAT,ALF,Alta Airport,69.976097,23.3717,NO,medium_airport
ENBN,BNN,"Brønnøysund Airport, Brønnøy",65.461098,12.2175,NO,medium_airport
ENBO,BOO,Bodø Airport,67.269203,14.3653,NO,large_airport
ENBR,BGO,"Bergen Airport, Flesland",60.2934,5.21814,NO,large_airport
ENBS,BJF,Båtsfjord Airport,70.60025,29.692612,NO,medium_airport
ENBV,BVG,Berlevåg Airport,70.871517,29.034097,NO,medium_airport
ENCN,KRS,Kristiansand Airport,58.204201,8.08537,NO,large_airport
ENDU,BDU,Bardufoss Airport,69.055801,18.5404,NO,medium_airport
ENEV,EVE,Harstad/Narvik Airport,68.491302,16.678101,NO,large_airport
ENFL,FRO,Florø Airport,61.583599090576,5.0247201919556,NO,medium_airport
ENGM,OSL,Oslo-Gardermoen International Airport,60.193901,11.1004,NO,large_airport
ENHD,HAU,"Haugesund Airport, Karmøy",59.345299,5.20836,NO,medium_airport
ENHF,HFT,Hammerfest Airport,70.679703,23.6686,NO,medium_airport
ENHV,HVG,"Honningsvåg Airport, Valan",71.009697,25.983601,NO,medium_airport
ENKB,KSU,"Kristiansund Airport, Kvernberget",63.111801,7.82452,NO,medium_airport
ENKR,KKN,"Kirkenes Airport, Høybuktmoen",69.7258,29.8913,NO,medium_airport
ENLK,LKN,Leknes Airport,68.152496337891,13.609399795532,NO,medium_airport
ENMH,MEH,Mehamn Airport,71.029701,27.8267,NO,medium_airport
ENML,MOL,"Molde Airport, Årø",62.744701,7.2625,NO,medium_airport
ENMS,MJF,"Mosjøen Airport, Kjærstad",65.783997,13.2149,NO,medium_airport
ENNA,LKL,"Lakselv Airport, Banak",70.068802,24.973499,NO,medium_airport
ENNO,NTB,Notodden Airport,59.565071,9.213152,NO,medium_airport
ENOL,OLA,Ørland Airport,63.69889831542969,9.604000091552734,NO,medium_airport
ENOV,HOV,"Ørsta-Volda Airport, Hovden",62.180000305176,6.0741000175476,NO,medium_airport
ENRA,MQN,"Mo i Rana Airport, Røssvoll",66.363899230957,14.301400184631,NO,medium_airport
ENRM,RVK,"Rørvik Airport, Ryum",64.838302612305,11.14610004425,NO,medium_airport
ENRO,RRS,Røros Airport,62.578399658203,11.342300415039,NO,medium_airport
ENRY,,"Moss Airport, Rygge",59.378817,10.785439,NO,medium_airport
ENSH,SVJ,"Svolvær Airport, Helle",68.243301,14.6692,NO,medium_airport
ENSK,SKN,"Stokmarknes Airport, Skagen",68.578827,15.033417,NO,medium_airport
ENSN,,Skien Airport,59.185001,9.56694,NO,medium_airport
ENSO,SRP,"Stord Airport, Sørstokken",59.791901,5.34085,NO,medium_airport
ENSR,SOJ,Sørkjosen Airport,69.786797,20.9594,NO,medium_airport
ENSS,VAW,"Vardø Airport, Svartnes",70.3554,31.044901,NO,medium_airport
ENST,SSJ,"Sandnessjøen Airport, Stokka",65.956802,12.4689,NO,medium_airport
ENTC,TOS,Tromsø Airport,69.683296,18.9189,NO,large_airport
ENTO,TRF,"Sandefjord Airport, Torp",59.186699,10.2586,NO,large_airport
ENVA,TRD,"Trondheim Airport, Værnes",63.457802,10.924,NO,large_airport
ENVD,VDS,Vadsø Airport,70.0653,29.8447,NO,medium_airport
ENZV,SVG,"Stavanger Airport, Sola",58.876701,5.63778,NO,large_airport
EPBY,BZG,Ignacy Jan Paderewski Bydgoszcz Airport,53.096802,17.977699,PL,medium_airport
EPCE,,Cewice Naval Air Base,54.416525,17.765734,PL,medium_airport
EPDE,,Deblin Military Air Base,51.551021,21.892322,PL,medium_airport
EPGD,GDN,Gdańsk Lech Wałęsa Airport,54.377602,18.4662,PL,large_airport
EPIR,,Inowroclaw Military Air Base,52.829399,18.330601,PL,medium_airport
EPKK,KRK,Kraków John Paul II International Airport,50.077702,19.7848,PL,large_airport
EPKS,,Krzesiny Military Air Base,52.331699,16.9664,PL,medium_airport
EPKT,KTW,Katowice Wojciech Korfanty International Airport,50.476015,19.080705,PL,large_airport
EPLB,LUZ,Lublin Airport,51.240157,22.713461,PL,large_airport
EPLK,,Łask Air Base,51.551701,19.1791,PL,medium_airport
EPLL,LCJ,Łódź Władysław Reymont Airport,51.721901,19.3981,PL,large_airport
EPLY,,Leźnica Wielka Air Base,52.004945,19.143792,PL,medium_airport
