icao,iata,name,lat,lon,country,type
EPLY,,Leźnica Wielka Air Base,52.004945,19.143792,PL,medium_airport
EPMM,,Minsk Mazowiecki Military Air Base,52.1954994202,21.6558990479,PL,medium_airport
EPMO,WMI,Warsaw Modlin Airport,52.451099,20.6518,PL,large_airport
EPPO,POZ,Poznań-Ławica Airport,52.421598,16.823359,PL,large_airport
EPPW,,Powidz Military Air Base,52.380087,17.853155,PL,medium_airport
EPRA,RDO,Warsaw Radom Airport,51.38937,21.214742,PL,medium_airport
EPRZ,RZE,Rzeszów-Jasionka Airport,50.109791,22.024155,PL,large_airport
EPTM,,Tomaszów Mazowiecki Military Air Base,51.5844,20.097799,PL,medium_airport
EPWA,WAW,Warsaw Chopin Airport,52.165699,20.9671,PL,large_airport
EPWR,WRO,Copernicus Wrocław Airport,51.103719,16.882096,PL,large_airport
EPZG,IEG,Zielona Góra-Babimost Airport,52.1385,15.7986,PL,medium_airport
ETAD,SPM,Spangdahlem Air Base,49.976507,6.698413,DE,medium_airport
ETAR,RMS,Ramstein Air Base,49.436901,7.60028,DE,medium_airport
ETHB,,Bückeburg Air Base,52.2785,9.08217,DE,medium_airport
ETHC,,Celle Army Airfield,52.591202,10.0221,DE,medium_airport
ETHF,FRZ,Fritzlar Army Airfield,51.1146,9.286,DE,medium_airport
ETHL,,Laupheim Air Base,48.220299,9.91002,DE,medium_airport
ETHN,,Niederstetten Army Air Base,49.39162,9.956747,DE,medium_airport
ETHS,,Faßberg Air Base,52.919399,10.185827,DE,medium_airport
ETIC,,Grafenwöhr Army Air Field,49.6987,11.9402,DE,medium_airport
ETIH,,Hohenfels Army Airfield,49.216541,11.836064,DE,medium_airport
ETND,,Diepholz Air Base,52.585556,8.342222,DE,medium_airport
ETNG,GKE,Geilenkirchen Air Base,50.9608,6.04242,DE,medium_airport
ETNN,,Nörvenich Air Base,50.8312,6.65817,DE,medium_airport
ETNW,,Wunstorf Air Base,52.457298,9.42717,DE,medium_airport
ETOU,WIE,Wiesbaden Army Airfield,50.049800872802734,8.325400352478027,DE,medium_airport
ETSB,,Büchel Air Base,50.173801,7.06333,DE,medium_airport
ETSH,,Holzdorf Air Base,51.767799,13.1677,DE,medium_airport
ETSI,IGS,Ingolstadt Manching Airport,48.7156982421875,11.534000396728516,DE,medium_airport
ETSL,,Lechfeld Air Base,48.185504,10.8612,DE,medium_airport
ETSN,,Neuburg Air Base,48.710999,11.2115,DE,medium_airport
GEML,MLN,Melilla Airport,35.2798,-2.95626,ES,medium_airport
GMFO,OUD,Oujda Angads Airport,34.789558,-1.926041,MA,large_airport
GMME,RBA,Rabat-Salé Airport,34.051498,-6.75152,MA,large_airport
GMMP,NNA,Kenitra Air Base,34.298901,-6.59588,MA,medium_airport
GMMW,NDR,Nador Al Aaroui International Airport,34.9888,-3.02821,MA,large_airport
GMTA,AHU,Cherif Al Idrissi Airport,35.177101,-3.83952,MA,medium_airport
GMTN,TTU,Sania Ramel Airport,35.594299,-5.32002,MA,large_airport
GMTT,TNG,Tangier Ibn Battuta Airport,35.731741,-5.921459,MA,large_airport
LAKU,KFZ,Kukës International Airport,42.035802,20.415955,AL,medium_airport
LAKV,,Kuçovë Air Base,40.7719,19.901899,AL,medium_airport
LATI,TIA,Tirana International Airport Mother Teresa,41.4147,19.7206,AL,large_airport
LBGO,GOZ,Gorna Oryahovitsa Airport,43.151402,25.7129,BG,medium_airport
LBPD,PDV,Plovdiv International Airport,42.067799,24.8508,BG,large_airport
LBPG,,Graf Ignatievo Air Base,42.290401,24.714001,BG,medium_airport
LBPL,,Dolna Mitropoliya Air Base,43.451771,24.502423,BG,medium_airport
LBSF,SOF,Sofia Airport,42.696357,23.417671,BG,large_airport
LDDU,DBV,Dubrovnik Ruđer Bošković Airport,42.562247,18.265543,HR,large_airport
LDOS,OSI,Osijek Airport,45.462355,18.811278,HR,medium_airport
LDPL,PUY,Pula Airport,44.893501,13.9222,HR,large_airport
LDRI,RJK,Rijeka Airport,45.216376,14.57085,HR,large_airport
LDSB,BWK,Brač Airport,43.284454,16.678362,HR,medium_airport
LDSP,SPU,Split Saint Jerome Airport,43.538898,16.298,HR,large_airport
LDZA,ZAG,Zagreb Franjo Tuđman International Airport,45.742901,16.0688,HR,large_airport
LDZD,ZAD,Zadar Airport,44.096986,15.353565,HR,large_airport
LEAB,ABC,Albacete Airport / Los Llanos Air Base,38.948502,-1.86352,ES,medium_airport
LEAL,ALC,Alicante-Elche Miguel Hernández Airport,38.2822,-0.558156,ES,large_airport
LEAM,LEI,Almería Airport,36.843899,-2.3701,ES,medium_airport
LEAS,OVD,Asturias Airport,43.563599,-6.03462,ES,large_airport
LEBA,ODB,Córdoba Airport,37.841999,-4.84888,ES,medium_airport
LEBB,BIO,Bilbao Airport,43.301102,-2.91061,ES,large_airport
LEBG,RGS,Burgos Airport,42.357601,-3.62076,ES,medium_airport
LEBL,BCN,Josep Tarradellas Barcelona-El Prat Airport,41.2971,2.07846,ES,large_airport
LEBZ,BJZ,Badajoz Airport,38.8913,-6.82133,ES,medium_airport
LECH,CDT,Castellón-Costa Azahar Airport,40.213889,0.073333,ES,medium_airport
LECO,LCG,A Coruña Airport,43.302101,-8.37726,ES,medium_airport
LECU,,Madrid-Cuatro Vientos Airport,40.370701,-3.78514,ES,medium_airport
LEDA,ILD,Lleida-Alguaire Airport,41.728185,0.535023,ES,medium_airport
LEGA,,Armilla Air Base,37.133202,-3.63569,ES,medium_airport
LEGE,GRO,Girona-Costa Brava Airport,41.904639,2.761774,ES,large_airport
LEGR,GRX,F.G.L. Airport Granada-Jaén Airport,37.188702,-3.77736,ES,medium_airport
LEGT,,Getafe Air Base,40.294102,-3.72383,ES,medium_airport
LEIB,IBZ,Ibiza Airport,38.872898,1.37312,ES,large_airport
LEJR,XRY,Jerez Airport,36.744598,-6.06011,ES,medium_airport
LELC,,San Javier Airport,37.775002,-0.812389,ES,medium_airport
LELN,LEN,León Airport,42.590709,-5.653406,ES,medium_airport
LELO,RJL,Logroño-Agoncillo Airport,42.460953,-2.322235,ES,medium_airport
LEMD,MAD,Adolfo Suárez Madrid–Barajas Airport,40.493407,-3.572249,ES,large_airport
LEMG,AGP,Málaga-Costa del Sol Airport,36.6749,-4.49911,ES,large_airport
LEMH,MAH,Menorca Airport,39.862598,4.21865,ES,large_airport
LEMI,RMU,Region of Murcia International Airport,37.802852,-1.124884,ES,large_airport
LEMO,OZP,Moron Air Base,37.17490005493164,-5.615940093994141,ES,medium_airport
LEPA,PMI,Palma de Mallorca Airport,39.551701,2.73881,ES,large_airport
LEPP,PNA,Pamplona Airport,42.77,-1.64633,ES,medium_airport
LERI,,Alcantarilla Air Base,37.951099,-1.23032,ES,medium_airport
LERL,CQM,Ciudad Real International Airport,38.856479,-3.969944,ES,medium_airport
LERS,REU,Reus Airport,41.147509,1.168354,ES,large_airport
LERT,ROZ,Rota Naval Station Airport,36.645198822,-6.34946012497,ES,medium_airport
LESA,SLM,Salamanca Airport,40.952099,-5.50199,ES,medium_airport
LESO,EAS,San Sebastián Airport,43.356499,-1.79061,ES,medium_airport
LEST,SCQ,Santiago-Rosalía de Castro Airport,42.896301,-8.41514,ES,large_airport
LESU,LEU,Pirineus - la Seu d'Urgel Airport,42.3386,1.40917,ES,medium_airport
LETL,TEV,Teruel Airport,40.410269,-1.217366,ES,medium_airport
LETO,TOJ,Madrid–Torrejón Airport / Torrejón Air Base,40.487875,-3.456808,ES,medium_airport
LEVC,VLC,Valencia Airport,39.489162,-0.480961,ES,large_airport
LEVD,VLL,Valladolid Airport,41.7061,-4.85194,ES,medium_airport
LEVT,VIT,Vitoria Airport,42.882801,-2.72447,ES,medium_airport
LEVX,VGO,Vigo Airport,42.2318,-8.62677,ES,medium_airport
LEXJ,SDR,Seve Ballesteros-Santander Airport,43.427101,-3.82001,ES,medium_airport
LEZG,ZAZ,Zaragoza Airport,41.666199,-1.04155,ES,large_airport
LEZL,SVQ,Seville Airport,37.417999,-5.89311,ES,large_airport
LFAC,CQF,Calais Marck Airport,50.962101,1.95476,FR,medium_airport
LFAG,,Péronne Saint-Quentin Airfield,49.868871,3.029566,FR,medium_airport
LFAT,LTQ,Le Touquet-Côte d'Opale Airport,50.518284,1.621656,FR,medium_airport
LFAV,,Valenciennes-Denain Airfield,50.327823,3.461061,FR,medium_airport
LFAY,,Amiens Glisy Airfield,49.873004,2.387074,FR,medium_airport
LFBA,AGF,Agen La Garenne airport,44.174171,0.59309,FR,medium_airport
LFBC,,Cazaux (BA 120) Air Base,44.533298,-1.125,FR,medium_airport
LFBD,BOD,Bordeaux–Mérignac Airport,44.82865,-0.715356,FR,large_airport
LFBE,EGC,Bergerac Dordogne-Périgord airport,44.825298,0.518611,FR,medium_airport
LFBF,,Toulouse-Francazal (BA 101) Air Base,43.545601,1.3675,FR,medium_airport
LFBG,CNG,Cognac-Châteaubernard (BA 709) Air Base,45.658298,-0.3175,FR,medium_airport
LFBH,LRH,La Rochelle Île de Ré Airport,46.179199,-1.19528,FR,medium_airport
LFBI,PIS,Poitiers-Biard Airport,46.5877,0.306666,FR,medium_airport
LFBK,MCU,Montluçon-Guéret Airport,46.222599,2.36396,FR,medium_airport
LFBL,LIG,Limoges Airport,45.862801,1.17944,FR,medium_airport
LFBM,,Mont-de-Marsan (BA 118) Air Base,43.911701,-0.5075,FR,medium_airport
LFBN,NIT,Niort - Marais Poitevin Airport,46.313477,-0.394529,FR,medium_airport
LFBO,TLS,Toulouse-Blagnac Airport,43.629101,1.36382,FR,large_airport
LFBP,PUF,Pau Pyrénées Airport,43.380001,-0.418611,FR,medium_airport
LFBT,LDE,Tarbes-Lourdes-Pyrénées Airport,43.178699,-0.006439,FR,medium_airport
LFBU,ANG,Angoulême Brie-Champniers airport,45.729198,0.221456,FR,medium_airport
LFBX,PGX,Périgueux-Bassillac Airport,45.198101,0.815556,FR,medium_airport
LFBZ,BIQ,Biarritz Pays Basque airport,43.468372,-1.523223,FR,medium_airport
LFCC,ZAO,Cahors Lalbenque airport,44.351398,1.47528,FR,medium_airport
LFCG,,Aérodrome de Saint-Girons - Antichan,43.007801,1.10315,FR,medium_airport
LFCH,,Aérodrome d'Arcachon-La Teste-de-Buch,44.596401,-1.11083,FR,medium_airport
LFCI,LBI,Albi Le Sequestre airport,43.913898,2.11306,FR,medium_airport
LFCK,DCM,Castres Mazamet Airport,43.556301,2.28918,FR,medium_airport
LFCR,RDZ,Rodez–Aveyron Airport,44.407902,2.48267,FR,medium_airport
LFCY,RYN,Royan-Médis Airport,45.628101,-0.9725,FR,medium_airport
LFDH,,Auch Gers Airfield,43.683606,0.599747,FR,medium_airport
LFDN,RCO,Rochefort-Saint-Agnant (BA 721) Airport,45.887798,-0.983056,FR,medium_airport
LFGA,CMR,Colmar Houssen airport,48.109901,7.35901,FR,medium_airport
LFGJ,DLE,Dole Tavaux Airport,47.038955,5.427589,FR,medium_airport
LFGW,,Verdun-Le Rozelier Airfield,49.122398,5.46905,FR,medium_airport
LFHO,OBS,Aubenas-South Ardèche Airport,44.544367,4.372194,FR,medium_airport
LFJL,ETZ,Metz-Nancy-Lorraine Airport,48.982101,6.25132,FR,medium_airport
LFJR,ANE,Angers Marcé airport,47.560299,-0.312222,FR,medium_airport
LFKB,BIA,Bastia-Poretta International airport,42.5527,9.48373,FR,large_airport
LFKC,CLY,Calvi Sainte Catherine Airport,42.530422,8.792984,FR,medium_airport
LFKF,FSC,Figari Sud-Corse Airport,41.50185,9.097092,FR,large_airport
LFKJ,AJA,Ajaccio Napoléon Bonaparte airport,41.923599,8.80292,FR,medium_airport
LFKS,SOZ,Solenzara (BA 126) Air Base,41.9244,9.406,FR,medium_airport
LFLA,AUF,Auxerre Branches airport,47.850201,3.49711,FR,medium_airport
LFLB,CMF,Chambéry Aix les Bains airport,45.6381,5.88023,FR,medium_airport
LFLC,CFE,Clermont-Ferrand Auvergne airport,45.786701,3.16917,FR,large_airport
LFLD,BOU,Bourges airport,47.060158,2.369633,FR,medium_airport
LFLI,,Annemasse Airfield,46.192001,6.26839,FR,medium_airport
LFLL,LYS,Lyon Saint-Exupéry Airport,45.725996,5.090139,FR,large_airport
LFLM,,Mâcon-Charnay Airfield,46.295131,4.795977,FR,medium_airport
LFLN,SYT,Saint-Yan Airport,46.414019,4.014177,FR,medium_airport
LFLO,RNE,Roanne-Renaison Airport,46.053818,3.999023,FR,medium_airport
LFLP,NCY,Annecy Meythet airport,45.928947,6.0987,FR,medium_airport
LFLS,GNB,Grenoble Alpes Isère Airport,45.3629,5.32937,FR,medium_airport
LFLU,VAF,Valence-Chabeuil Airport,44.9216,4.9699,FR,medium_airport
LFLV,VHY,Vichy-Charmeil Airport,46.16969,3.403637,FR,medium_airport
LFLW,AUR,Aurillac airport,44.891399,2.42194,FR,medium_airport
LFLX,CHR,Châteauroux Déols airport,46.860221,1.728326,FR,medium_airport
LFLY,LYN,Lyon Bron Airport,45.727947,4.943991,FR,medium_airport
LFMC,,Le Luc-Le Cannet Airfield,43.384701,6.38714,FR,medium_airport
LFMD,CEQ,Cannes Mandelieu Airport,43.547998,6.955176,FR,medium_airport
LFMH,EBU,Saint-Étienne-Bouthéon Airport,45.5406,4.29639,FR,medium_airport
LFMI,,Istres-Le Tubé Air Base,43.522701,4.92384,FR,medium_airport
LFMK,CCF,Carcassonne Salvaza Airport,43.216,2.30632,FR,medium_airport
LFML,MRS,Marseille Provence Airport,43.438088,5.2125,FR,large_airport
LFMN,NCE,Nice-Côte d'Azur Airport,43.658401,7.21587,FR,large_airport
LFMO,,Orange-Caritat (BA 115) Air Base,44.140499,4.86672,FR,medium_airport
LFMP,PGF,Perpignan-Rivesaltes (Llabanère) Airport,42.740398,2.87067,FR,medium_airport
LFMQ,CTT,Le Castellet Airport,43.252499,5.78519,FR,medium_airport
LFMS,,Aérodrome d'Alès Cévennes,44.069698,4.14212,FR,medium_airport
LFMT,MPL,Montpellier-Méditerranée Airport,43.576199,3.96301,FR,large_airport
LFMU,BZR,Béziers Vias airport,43.323502,3.3539,FR,medium_airport
LFMV,AVN,Avignon Caumont airport,43.907299,4.90183,FR,medium_airport
LFMY,,Salon-de-Provence (BA 701) Air Base,43.6064,5.10925,FR,medium_airport
LFNB,MEN,Mende-Brenoux Airfield,44.502102,3.53282,FR,medium_airport
LFOA,,Avord (BA 702) Air Base,47.053299,2.6325,FR,medium_airport
LFOB,BVA,Beauvais-Tillé airport,49.454399,2.11278,FR,large_airport
LFOC,,Châteaudun Airfield,48.057907,1.379309,FR,medium_airport
LFOE,EVX,Évreux-Fauville (BA 105) Air Base,49.028702,1.21986,FR,medium_airport
LFOH,LEH,Le Havre-Octeville Airport,49.534038,0.088406,FR,medium_airport
LFOI,,Abbeville-Buigny Baie de Somme Airfield,50.143501,1.831891,FR,medium_airport
LFOJ,,Orléans-Bricy (BA 123) Air Base,47.987801,1.76056,FR,medium_airport
LFOK,XCR,Chalons Vatry airport,48.77333,4.20611,FR,medium_airport
LFOP,URO,Rouen Vallée de Seine Airport,49.384887,1.179142,FR,medium_airport
LFOT,TUF,Tours Val de Loire Airport,47.432201,0.727606,FR,medium_airport
LFOV,LVA,Laval-Entrammes Airport,48.032208,-0.743999,FR,medium_airport
LFPB,LBG,Paris-Le Bourget International Airport,48.962276,2.436539,FR,large_airport
LFPC,CSF,Creil Air Base,49.253502,2.51914,FR,medium_airport
LFPG,CDG,Charles de Gaulle International Airport,49.00896,2.554117,FR,large_airport
LFPM,,Melun-Villaroche Airfield,48.604698,2.67112,FR,medium_airport
LFPN,TNF,Toussus-le-Noble Airport,48.7519,2.10619,FR,medium_airport
LFPO,ORY,Paris-Orly Airport,48.729499,2.358963,FR,large_airport
LFPT,POX,Pontoise-Cormeilles Aerodrome,49.096064,2.035543,FR,medium_airport
LFPV,VIY,Vélizy-Villacoublay Air Base,48.774406,2.203102,FR,medium_airport
LFQB,,Troyes-Barberey Airport,48.322102,4.0167,FR,medium_airport
LFQE,,Lieutenant Étienne Mantoux Air Base,49.226898,5.67222,FR,medium_airport
LFQG,NVS,Nevers-Fourchambault Airport,47.002913,3.113114,FR,medium_airport
LFQP,,Phalsbourg-Bourscheid Air Base,48.766203,7.200551,FR,medium_airport
LFQQ,LIL,Lille Airport,50.566564,3.102429,FR,large_airport
LFQT,HZB,Merville-Calonne Airport,50.618401,2.64224,FR,medium_airport
LFQV,,Charleville-Mézières Ardennes-Etienne Riché Airfield,49.783901,4.64708,FR,medium_airport
LFQW,,Vesoul-Frotey Airfield,47.638588,6.204443,FR,medium_airport
LFRB,BES,Brest Bretagne airport,48.447899,-4.41854,FR,large_airport
LFRC,CER,Cherbourg Manche airport,49.650101,-1.47028,FR,medium_airport
LFRD,DNR,Dinard Pleurtuit Saint-Malo airport,48.5877,-2.07996,FR,medium_airport
LFRE,LBY,La Baule-Escoublac Airport,47.289398,-2.34639,FR,medium_airport
LFRF,GFR,Granville Airport,48.883099,-1.56417,FR,medium_airport
LFRG,DOL,Deauville Normandie airport,49.365237,0.154481,FR,medium_airport
LFRH,LRT,Lorient South Brittany (Bretagne Sud) Airport,47.760601,-3.44,FR,medium_airport
LFRI,EDM,La Roche-sur-Yon Les Ajoncs Airport,46.7019,-1.37863,FR,medium_airport
LFRJ,LDV,Landivisiau Air Base,48.5303,-4.15164,FR,medium_airport
LFRK,CFR,Caen Carpiquet airport,49.17678,-0.454883,FR,medium_airport
LFRL,,Lanvéoc-Poulmic Air Base,48.2817,-4.44502,FR,medium_airport
LFRM,LME,Le Mans-Arnage Airport,47.948604,0.201702,FR,medium_airport
LFRN,RNS,Rennes-Saint-Jacques Airport,48.0695,-1.73479,FR,medium_airport
LFRO,LAI,Lannion Airport,48.754398,-3.47166,FR,medium_airport
LFRQ,UIP,Quimper-Cornouaille Airport,47.973031,-4.169655,FR,medium_airport
LFRS,NTE,Nantes Atlantique Airport,47.153198,-1.61073,FR,medium_airport
LFRT,SBK,Saint-Brieuc-Armor Airport,48.538628,-2.853518,FR,medium_airport
LFRU,MXN,Morlaix-Ploujean Airport,48.6031990051,-3.81577992439,FR,medium_airport
LFRV,VNE,Vannes-Meucon Airport,47.723301,-2.71856,FR,medium_airport
LFRZ,SNR,Saint-Nazaire-Montoir Airport,47.31142,-2.152634,FR,medium_airport
LFSB,BSL,EuroAirport Basel–Mulhouse–Freiburg,47.60068,7.521117,FR,large_airport
LFSD,DIJ,Dijon Longvic airport,47.268902,5.09,FR,medium_airport
LFSG,EPL,Épinal Mirecourt Airport,48.325001,6.06998,FR,medium_airport
LFSI,,Saint-Dizier – Robinson Air Base,48.636002,4.89942,FR,medium_airport
LFSL,BVE,Brive Souillac airport,45.039722,1.485556,FR,medium_airport
LFSM,,Montbéliard-Courcelles Airfield,47.487,6.79054,FR,medium_airport
LFSN,ENC,Nancy-Essey Airport,48.692101,6.23046,FR,medium_airport
LFSO,,Nancy-Ochey (BA 133) Air Base,48.583099,5.955,FR,medium_airport
LFST,SXB,Strasbourg Airport,48.5383,7.62823,FR,large_airport
LFSX,,Luxeuil-Saint-Sauveur (BA 116) Air Base,47.787747,6.353419,FR,medium_airport
LFTH,TLN,Toulon-Hyères Airport,43.097301,6.14603,FR,medium_airport
LFTW,FNI,Nîmes-Arles-Camargue Airport,43.757401,4.41635,FR,medium_airport
LFXA,,Ambérieu Air Base (BA 278),45.987301,5.32844,FR,medium_airport
LGAD,PYR,Andravida Air Base,37.9207,21.292601,GR,medium_airport
LGAL,AXD,Alexandroupoli Democritus Airport,40.8559,25.956301,GR,medium_airport
LGAV,ATH,Athens Eleftherios Venizelos International Airport,37.936401,23.9445,GR,large_airport
LGBL,VOL,Nea Anchialos National Airport,39.219601,22.7943,GR,medium_airport
LGEL,,Elefsis Air Base,38.063801,23.556,GR,medium_airport
LGIO,IOA,Ioannina King Pyrrhus National Airport,39.6964,20.8225,GR,medium_airport
LGIR,HER,Heraklion International Nikos Kazantzakis Airport,35.339699,25.1803,GR,large_airport
LGKF,EFL,Kefallinia Airport,38.12009811401367,20.500499725341797,GR,medium_airport
LGKL,KLX,Kalamata Airport,37.06829833984375,22.02549934387207,GR,medium_airport
LGKR,CFU,Corfu Ioannis Kapodistrias International Airport,39.60145,19.912179,GR,large_airport
LGKV,KVA,Kavala Alexander the Great International Airport,40.9133,24.6192,GR,large_airport
LGKZ,KZI,Kozani National Airport Filippos,40.286098,21.840799,GR,medium_airport
LGMK,JMK,Mykonos Island National Airport,37.435101,25.348101,GR,medium_airport
LGPZ,PVK,Aktion National Airport,38.925499,20.765301,GR,medium_airport
LGRX,GPA,Patras Araxos Agamemnon Airport,38.1511,21.4256,GR,medium_airport
LGSA,CHQ,Chania International Airport,35.531207,24.150673,GR,large_airport
LGSK,JSI,Skiathos Island National Airport,39.177101,23.5037,GR,medium_airport
